sequence	16S_rRNA_Count	metadata_NSTI
2ff4333ce10b41ec369d4d355533b2b4	1	0.069022
300d48520e7c65b226043707fd535c61	1	0.066365
301e659351fdf167d652f66f1d1a18dc	1	0.055572
302ab51394fc58b4f4280fc47494427c	1	0.254759
3030b07c37b3305e171e8cee68c893a7	1	0.088833
30392ab931a44411f61667f160dd9ff9	1	0.129152
303cfe746892ad90adb915ee4164c3b3	1	0.027747
304c036e2c1e9210bb1d75adb60804b6	4	0.058505
3085dda8c2ea6d3018f0d0ca56f6dd5d	1	0.108393
308739cd5195123e3f30c00cb5b07747	1	0.305947
30bcf8f104b9f6ce1fbd240cf14ca13d	1	0.132732
30bf167edbb92f41ebba82a753f8a8ed	1	0.113981
30c043c932a10abb79bee743bb191e64	1	0.044091
30d5a184083dd724551b048b46012fba	2	0.027877
30fe4b198ffbd0080997c445c7e8a3e2	4	0.029743
310128a5941732ef251ba55ed656ed45	2	0.145129
312d1dea3b1b6cf7917accbba3fbd2fe	1	0.054302
3134558240f08c047e7e05bb85822e65	1	0.092558
315c7db2422c6a2995f9a8dd5bdd5e5d	3	0.045677
315d0595420b16476ad98eff964d910d	1	0.041955
315dc8b13de4e190a3e40335495af773	1	0.039223
3168b0cb8eec37c547b4712c9af34a7a	4	0.005066
3170e9285794496f0cb93fcb6c3eb737	1	0.068097
318a615bcda8d5b7cf1c0bd2040f8c43	2	0.811567
319d1c6b06834d840be51c108ca86b0a	1	0.026473
31c8a5220b77499f72dfaa97a8ed9312	1	0.315172
31c8d1ac9eeb1b4f3c13587b7e9e04cf	2	0.046527
31daaaaeb8866ab702eea45c0ac72ac6	1	0.013725
31dc554ec7f2b489b9abeffda410af81	1	0.10899
31e1ea090fd4392ce807916a35edebfe	1	0.03789
32212a51f7be501b55027b250882a58a	1	0.360813
322366bf38fd5dedd9b687ae057d387e	1	0.161873
323b785f8b71d422e97cc893a0d18dd0	1	0.024911
324b501089ecdc65198b1890c0484fb8	2	0.285147
326926d4d9ee8c9ce844b7f5f0d0c9b5	1	0.00015
3276d96417ae563ca7f281363c971d71	1	0.275942
3292b5ff3d553ee6912ce61e83214827	1	0.010728
32a55427651a0967a3b75e95692c74f4	2	0.023242
32b549fca2b918577ca17115930b6480	1	0.060402
32eb0cfc00e5afa41e7513f62fdf8d31	1	0.016245
32ebb149d264c0dddcf9aa818739122f	3	0.129627
330774b9c9f6bc52bbb728627376fcd3	1	0.051813
330a746e6e8f8840558a1159a561e8fe	1	0.15556
331e91bf1c411a0530f8fe6b8bf0977c	1	0.02988
332283c2bccd09a62b59e4066f17e949	1	0.066247
332b67d3bc3d635d8d14bc0ac754f1e8	1	0.085661
3348764e6e7701b714b151f3cfcba124	1	0.071848
335c77b777dfb9a27e6d74cb2cc23ecb	3	0.040492
33633ca417c1c32746b2a70b6c3a30f2	2	0.104735
336a98f4bdf17b3b94f112983e8ad4e4	2	0.034966
336f93591dfdfda6a035672b5e444c9a	3	0.050951
336fa0c240cc4c980a83e605903e03ed	3	0.014007
33b7193243b35e1f75c07999fab9dfd4	1	0.249893
33bcc771925100724600cb66a954b6fa	1	0.029631
33d791bbce67ae4922e1981a015efc88	1	0.262848
33dbc920799a588a32f419400124e8a8	2	0.151916
33f573be706c85f17786933adc47fb77	1	0.15556
3412d1063ce587bf858e2d6f24d3683e	1	0.039973
343f51332eb5a3a69f3e98b63be6c48c	1	0.021819
34781e9f3c249a51972e97709af91b5d	1	0.15746
348334cffb06d926d970a62bab7ed6fe	1	0.025048
3489528e8168de6b2f40c1cb21df9073	1	0.094065
34d0db65b5975d1d67e09bc0f93d9b86	1	0.139119
34d78655c3112bbde5dfe95bc055fb8d	1	0.132732
34d7a89a73c7cb14542a7f31238df3e5	1	0.030808
34f3fbe143a3ee07a0eb12afbc3ec856	1	0.014441
3558587af6d11e90468e222c6446c7b5	3	0.122347
35cd459d606673235d8a35d49a2e63db	1	0.027963
35e33d92867c19b3f3786ed01defaa3e	4	0.051766
35f292fd1f804c0d1814e31249fa5840	1	0.009251
35fee1176ded82b82d6b29dd4cd56595	2	0.056042
360740cb1382099c367a136fb406f349	5	0.021283
3611968e8f65aa9f8c03a2c0ebbe2acc	1	0.042072
36368c5daecc48f623a32ff641eea290	1	0.283149
3674e48d93f74c0a9cc17becaf7352d3	1	0.02668
36f1fe7d738fe579b393cc9aec4756ac	1	0.021565
36f53ffc91dec51f6e1ef753f04b355f	1	0.045295
36fb678d5a41f6e83832ebc2f769c6bb	1	0.004835
3701d4ed69077b11266313321192e4ad	1	0.351472
370aa8d5cda9a0bda15dd91179711af0	1	0.091102
372b5d3d9243d9789fb768d37a47c73b	1	0.216709
3730af1c50e0723128344d4ecd04db60	3	0.028552
377ac667aee7dec9882432dd591fc178	1	0.034454
37971bf58779a0e33db7a4a2933a88aa	1	0.259159
379f1d4acead3db40e6223c38cf1ef30	1	0.038781
37a18dd18000db7e3ce69d23c1503a84	1	0.0551
37b6409599621c38d31cb92c1fbaad80	1	0.211072
37f79cb86bee5c0a0b5b3642732373eb	1	0.050652
37f9d5df580cfcdde426dae8875d16fa	5	0.01939
384474a718f08a341e443776cb627e72	2	0.034345
387c66d863ae036fb4186aaa8c8a722f	1	0.138983
38a3ba4683ab76938e2da539f5bf045e	2	0.244657
38a86042eeec4b09daa9effd2eeb0ff0	1	0.037014
38b43c41bfb5e0b75a1823de55a6bd27	6	0.005282
38bf4a83fd42be2cda0d750d024d8941	1	0.093451
38ccc8ed590cc8abf134372474e59ac5	1	0.01626
38e7c41ce719ca3f653a5863ef0ffc04	1	0.085693
38f54b4a4c056407cc4cb4543b24bc3b	1	0.021075
38f8b6287e0c4c24e5873a7cdb38da6c	2	0.26313
3908016bd2c5717c83af306f2ede5ca2	1	0.044261
39088918654dfcda0231e0ab36710103	1	1.004866
39620a85bf08a0d3e81f4fbeaee1db37	1	0.228811
39e26db240eb41a21437561af3b58bfc	1	6.383373
3a20e268d82b360ffd81e67154376b6b	3	0.040345
3a441aa910806432c32ad6a3492ab4f6	1	0.057044
3a511172906eb09cc8843ed07d926671	1	0.866762
3a569d01bdf501091b003d3cac02ca46	1	0.039897
3a5e8bae94993a52099f8ae4579536a5	1	0.112411
3a6f47cab526d452d74945e3255551d0	2	0.136613
3a8047e241ca427b441e1d7bbbeb0dc8	1	0.162427
3a814e03472e92cc4e28f4857ce68686	2	0.000101
3aa7d136f5d086799fd0f79b55c671f3	1	0.015713
3ab42044a4df29437e0030403e9061a2	1	0.024746
3acc0e07a64825aa163420aef9c6b28a	1	0.142259
3ae4687f1ffd019b86746990ea4f5d29	1	0.108393
3af404751b68342a512c6f7ea96381f4	1	0.018989
3b03855f9463692c4aac0a21a1b77b3f	1	0.034252
3b29d5aad33a570f8799f845f8998aaf	3	0.127648
3b501add77788d1db160c3462e5699fe	1	0.033409
3b52a62cc0c26f147fe7d9542c419349	1	0.015983
3b709ccf26f5c2885ad1c9e25fcba110	2	0.259762
3b84cbc7670c39ed3d38fe9b818d4c41	3	0.129627
3b9b0539a5dbe2ed1ab965e0e9c61270	3	0.01425
3b9b243e4ea19244e937463a9ccf08ed	1	0.100082
3ba162ef4ccd8e3ffb86686b5127085a	1	0.083581
3bb406a5fa4f670a1c0225c612656214	1	0.054254
3bcec037f0ae415a9e425ad60d2b4fe2	1	0.893614
3bfce4b7e33fd064c605da7741ad13a5	1	0.029881
3c2fe011114328ba7bbf1dcc8f8ef59b	1	0.134106
3c4413e4784c8442f95bf929be7583ac	1	0.007807
3c4a87080405ca7e842143010ece6466	2	0.168496
3c5a87a5821fbb2f8ddfe17907ef9905	1	0.365648
3c5c7505c4c2fa0ddd322948b36f7909	2	0.10189
3c5f68a56b96bf5dddcdd80e692094e0	1	0.025291
3c68cdbe502a7295a7a67c7a8f400006	1	0.044179
3c69679750adbc4375b32e78081a1d26	2	0.049155
3c83a6a727afc7768f813f3940cca923	1	0.030319
3c96ce3ff45b97b6101caabdb5bddc54	1	0.09515
3c9def20ae9ff05eabdceb4b1da2d4f5	1	0.013192
3cd015b1098078d29fbe76108a2468eb	1	0.025359
3d0e60bf19d205391a9c955ae6d8b7aa	1	0.05207
3d2edd7d9f13e45e0ffdda08319cdc97	5	0.055598
3d399ed430bd071d4531402ed8ea5f18	1	0.029963
3d5c8eb4d0ec6d8323557b931732c585	1	0.176852
3d61a988a44c7ecac4e01b274c684373	1	0.024796
3dc3ea2f582342a181e4bdae0d6db30f	3	0.034899
3dc920adb5ef9f4caf53827d2591b611	1	0.016673
3dea5c6a3645a7151aff9ff796461b2e	2	0.035904
3dfe973f9bbaf1e1dda375672dd09aa4	2	0.049979
3e0278907df37b1a932843ceefcdf6cf	1	0.028455
3e1768ba413ca6995545e42966a4a08d	3	0.129627
3e1c1b568b06c17fc88a1307135072d5	1	0.260408
3e6b541cfbe7f5236222337a09aed74f	3	0.129627
3e7c3f95f94e1f357802d661c78667f1	1	0.15556
3ee96ac377e1aa2ca4f019e6f331fa88	2	0.030512
3f1f94504d379000e8db8a8b9969ef5d	1	0.021911
3f1fb286344dd06ee55d288f7d157bdb	1	0.155289
3f21c5dc29c496f1cea36d32f9aabd6a	1	0.025164
3f2d0e8d1f48ff10b3fba76ed68c335a	1	0.18555
3f45a8e0b87ce42c9452b9596c910eca	1	0.038273
3f55a57cfe431e27e503294b3f180597	2	0.043682
3f60b6a2efb5e71352a684f079f65545	1	0.045219
3f8320c5a47de70bd98a67941fc74bad	1	0.15556
3faa9bd8de845b6a6796dd0d5bcdccda	1	0.031393
3fbeb89c4985c97e2a0d4e664d46eb9e	2	0.080909
3fc45a8e43569ae72928b244cb92980b	1	0.056519
3fd56337d378f805f30b0df5ef13fd46	6	0.005276
3fea3ba15bcbe01d06525f987a432a79	4	0.035503
401177ebe0c42cd1fa315cc219ae0bdf	1	0.056895
4022f54490f76a34cedb3a97e1139cd3	1	0.38098
4028dacb30d282eab0c75ac6e861b13c	1	0.034707
403e1f2bc5535aebf2986e00885e01a2	1	0.034612
40643fba8c1423dea9e7979326427e02	1	0.157471
4089e2bd91c7e947fb3b0cdb432f2085	1	0.019617
40a14cc07399c2cc6175b38f04e300a3	1	0.017418
40a50c5bbbd69dd5cab53db6ce741b7b	1	0.013054
40a948ab1083e320e61bb7080a57d470	1	0.053697
40adda8b233dc4ddd0077a0571dc44da	4	0.035838
40ba217a1c61b21489f1213e5ccc67ba	3	0.053663
40e1b21135019328b21b928c1cfda862	1	0.034748
40fbffdad79a31790ccf7511ed4b71a3	1	0.15556
41137d062d2de1ef25809ce1a3ed7206	1	0.089107
4132547f8a0424276200c1b1d5cd82d6	1	0.247931
4140df70658bd0cddcf8c3a9a3c16179	4	0.015765
415abcd8ea7897f42cf84ec41f552017	1	0.046352
417cead595909b6874ed5568a74676cf	1	0.027987
418c41f06e971509376d487c24da7c97	1	1.77638
418d17331c1422f8b77e0de613037d7c	1	0.036341
41b60fe75e0dc384adc497eb1700ab20	1	0.067855
41cc59a72b31aa020bac30240898d581	1	0.026027
41f552aaf23c84ae54496a96e4732676	1	0.025349
42125c4dca70dd4a5302944f9c1dec80	1	0.112411
42231e9f3645e02fbd27fb8dce234609	1	0.068629
422cd24afdb9c39029214a8ea7f64ec1	1	0.016816
4259e10359e9913a44f650f59eb9b4b3	1	0.81553
4265345e523ee4d45ebd4601d0bb841f	1	0.077663
4276c139dfba65b0c1764f801eeec387	1	0.161873
42a6b9fe16afeb50956e107f1ea5dfe1	1	0.042895
42ce95749f434e14a4175c94c4413918	3	0.031832
42d8db35428ef1eefb3322e5831dba0b	1	0.067931
42e3cd77fc7cd36fe23272d64da16260	1	0.147359
42ff7b5df81d7472755322d7970f0487	1	0.038867
432438f13356cecfdef426cdb996b117	1	0.14225
4325da61f6845278a0cf9bba894e10de	1	0.009553
434fe9ff06f7a40a2e92d29e2ea6d150	1	0.155293
4371362c3beaa8fff9696f5382184f05	4	0.022707
438bb67a30a7f9c030e780da9f83ab0d	1	0.044499
43b47664427fe7d92218eb0d001de786	1	0.045343
43ea143c0fe7bccc917735450a5d93a0	4	0.050862
43ed78f2b346a90955f415678ed9e85d	3	0.019252
442edd4e24711632f7b54b59c77b6596	2	0.052268
44301047fe83f0db1addebba8f8b7cfc	4	0.027153
4433491637ada693035f79df7b32a80e	2	0.095889
4441dce785a205b3674b4571ba64b8c7	5	0.107984
445e47b3a975cdc3475f68b9c627d914	1	0.047039
447d657239ea0713af976c6f84645e77	2	0.145413
447e59d45376560e00533cec47492c40	1	0.037328
448ded1b67526ed926b2a688dda00e42	1	0.15556
449562edd8deedca5eed3488b7b75df3	1	0.02827
449d20666e9768d477487872eb8cdf22	1	0.070868
44bd9b09d5d8d27f443753bedf50b961	3	0.04594
44ee1fbb6dd36f199210d4414f1e915d	4	0.033314
44f1c08ff71f0e6beba8eee78fb22fa3	3	0.043015
44f988da633d7caa44bba2029d9d7595	1	0.3167
450f5b52b29139bc3e64488934e79677	1	0.712787
452478d4ba357384037ef49c32e25934	1	0.103716
4528da525451f362dfe0bb62079a551d	2	0.029288
4583e6dcd321d66396d214d75971317c	1	0.108565
45903856537e93ef1c22de763a70d84c	1	0.906226
459c70bfc98f7e3cb72e059de1b59363	1	0.047123
45a5cb80f449d765b90db25ef8d94362	1	0.015742
45aee8e4d6af75b72bd1ad90ecd3b8fa	1	0.095896
45b8e26a6cc72399d106148872a4769a	1	0.156669
45c720a7748138078e5ae3b72d3019a9	6	0.01938
45ca1e7a6699381e9897abea3e99aa5f	3	0.129627
45f8737ce049537e26abd9318473162b	1	0.15556
460677f0772921d27f1ff474dadf6a47	4	0.04441
461093b3edcdc6effa3376e3911b2a78	6	0.005293
4619ea1f92f69696511e38451fc7b68e	1	0.229818
461dd1c7afdadd57898d7433e4becefd	1	0.038702
462798ade8c66e50a212f7c265e1edd3	3	0.025178
462accfc265f3e6fb8ca28ea00469230	1	0.159609
463863c8be77498bf7874a13d106a304	1	0.095999
464f558f9cfac455a39dbd168fda20e4	1	0.028726
466f96ae8330b5a5308bd7b611f0379b	3	0.110575
469961dcd3a1bb73202094fae92407fb	1	0.113492
469ec540664c4ac92928a4445492d162	1	0.011647
46ad9c97bcbabd1724d2068b23e6f0ca	1	0.403275
46daf89a33dfbf279e804c0bf9256beb	1	0.232423
46e9d21feb8b069a39e6aaf4de760a7c	1	0.263138
47106d75c20cff733f7b2c538b663651	1	0.090106
4761af752e30c6607a99e5a3504e82b5	4	0.430324
47658c867a6b4910a0cbfe46ace5979e	2	0.069157
478822cd833509dc8176d545db0e49f8	1	0.078112
4793f375e5ac9825f4b364514ae25029	1	0.01384
479e76e6281aaac9c1befdbe30d486d7	1	0.114285
47c1745e6ba3ad0f9dce93fcb8796a53	1	0.022264
47c25a9e2d0dcedf6514b6e1d1785418	1	0.869066
47f611075bb3183a47f637c55b2b3c92	1	0.038574
480ce2779f8dbfe6b0f73ef8fe9ebfb0	3	0.129291
4814a4a449905dad67d0bf7348ff8367	1	0.019256
482edbc84fed9f73053e17c1387b5704	1	0.124847
48360ae8537e7a9a02f1f5cae68ad8ca	5	0.027906
4849cad36c5cc77dfdeddf7717ec1ae5	4	0.055744
48753371108d8289d5733261b4b260b9	1	0.026732
489cc1e9304fded03561f20f6f389f85	4	0.044895
48bdfc6ed0dcef0d08a85611faca0134	2	0.060688
48c48769ec802ecc9b0dbf3bb5eef006	4	0.015266
48d3d8532556703cc76f6211bf0423ac	1	0.13558
48d6d2a69be8b38a6779376b4e895ea8	6	0.014262
49154320f9284634ffb689387eb8e371	1	0.084785
4921c577787bf59bcefddf7273fb16cf	1	0.110166
492308c16050f29cf01d91d0fc2d6617	1	0.138824
4933ae51bb5f9e5adbc4fc21f42aafe3	1	0.110166
494098db70c7c2cd645abd9d240dda6e	6	0.005304
495ac2b4b06ce3a648f275663b96b403	1	0.019191
496cbcd01a9193f10294aeb92fb8ebd9	1	0.008382
4980234f8e73f5e9fc77b3de74d1ecc9	1	0.024923
49b010d91107ff755639fa5a51283b19	1	0.084644
49c9c3d3353235c0651d9d7f98faa1db	1	0.118837
49d7b651ce84f05fa42a898d7311edc1	1	0.15556
49da5cd4b82dc9a50b0805f99940bbf8	1	0.083263
4a253491eaa7f6cc15107aba5d86dbc7	1	0.606405
4a2bafa37d57b984587a232c4e402b8a	2	0.000153
4a3ceb6491f3d88c1075b6fd107db7df	4	0.01683
4a46d9a427a1465005f43c30c8563b7e	1	0.110023
4a82a845ab3ecc7cec5365eaab25dcf9	2	0.046707
4acc47c2a6c66ad35cacfaf84550d53b	1	0.142259
4ae48181bcb7657dafa46e1e8434a83a	1	0.070259
4af3052d6dc3a0ea81e5d76db0fba069	1	0.034611
4b0458702f89e73594271feaefaf187b	3	0.129627
4b080187a90b68691640c5e50eece814	1	0.038906
4b30d011e545375ec98158f9d6d54a8a	2	0.257623
4b81895f7016925b8b7656d6d42eaba5	1	0.060134
4b8ebc72ac7a41784ec94d83596276fb	1	0.08888
4b9b23f2f00bbca12899bc48fd2204f0	2	0.796233
4baadaa9ec1022fb67c26809b90de067	3	0.129627
4bff65bd2514602b46eb1f88107d5e4f	1	0.032154
4bffd8b8396465a2334ebfc453edb826	1	0.020006
4c00984e59ac21fad27a83f98caefd36	3	0.021953
4c0149ea13981738ddc37db03120ebaa	1	0.028394
4c3296f06a9c85b0c732ee34558167ab	1	0.010767
4c41c3ce7199b550ca2511955ddd2707	2	0.107136
4c4e69c8a27458fd403af00ad9451693	5	0.034013
4c5e355b7b42e003ba06ebba744b1edc	1	0.311277
4c81c414f2717fbce67dedc35774c4c3	1	0.138983
4cb4c30cfe52a5e38ad859c62726e73f	1	0.042388
4ccc09bb18f6730d337baa0295814d2e	1	0.083462
4cfd57de0c95864fe24768e5c1d4d766	2	0.048653
4d3e7fb0ce5340f414349d31097095c7	1	0.755645
4d49b6a46ecccea705703d99ca14142f	2	0.052737
4d4ce9200543040ccf251ab51f5ac26d	1	0.081612
4d8e660c6e11c8424e265755d1030dae	3	0.009484
4d94b95ed1207893403a0c35d99ab709	3	0.0211
4d9ca01fae61e6710bc60888489bf85c	3	0.211414
4dc9d83e3abb3779d7937c219452c6ac	1	0.101377
4dcb51fcd7e2897dd70ca0ca466eaa06	1	0.222433
4e1532f0e69e82a6cd14fce7e1a78e07	2	0.067223
4e2672405dce91ddc73401511386f4e5	1	0.012197
4e2e307202b71e579cadb8f13830020c	1	0.087654
4e4fa21bbce7f2069616e9bac72bbbd2	1	0.011098
4e83eb5cc94ac5800b7a96a5d96dfcb7	2	0.040923
4e95160c2104ea3fd9fafbb067a2adf2	1	0.078214
4ebf2c0ff57301f3bcd537bdd5ef12b9	1	0.035068
4ebf67205f98ae8df048b9117de03289	1	0.025616
4ec3486c9536f57f91a352938ab307b9	1	0.217341
4ec6c20013eba71ac38525c15bc83fb6	1	0.024702
4eca74d5be0d5f9f951f954b5f0176a0	1	0.096016
4edbb0e695f5f0719f6931fc41d27362	2	0.092186
4edde5bc6603c0cf2d72601211e64ef2	1	0.082383
4efad77d7fb815ee6adac2067e58cf9b	5	0.019454
4efd94b09e008554169293c0a121d370	1	0.284308
4f2705555f1c1cbfa1b2d1b4b3158a2f	2	0.151916
4f42142b2a388e881d44ab4610ad372b	2	0.03037
4f60d8230da4c4701d76f4a9e5c1e7e8	1	0.03027
4f9e55554ecd9eb01f202c255a2df50e	1	0.019665
4fb2ce3940b0324916a1c6a5fd7bdb0d	1	0.213945
4fb30aff7f744094853a98f87eb50cf0	1	0.050678
4fbafe0f0a02a42dd215ba949a7428c4	1	0.034638
4fcc03a34dfb561ee2b6105ba01d2ccd	1	0.01773
4ff3b8a53628f6e8d50fdb5e8b1e3035	1	0.038307
5038ce68eaa793576b8df88e8a37366e	1	0.0347
50566f0da69f64530db5a178fea715a8	1	0.029598
506aea25d54fdecb5a22525f9c8d3fe3	1	0.11277
50716519755e890d3a58a513cb05fcca	1	0.025894
507f036926c2eccdbe98f05419013800	1	0.12391
50a99190cae0e3b5a0e1be0e83f13e57	1	0.058658
50d44369941a3f8239fe0741bfe18273	1	0.538083
5100c4f1b63ba03b0baf42741ac43ad8	1	0.029682
510ae249e3b264d4bda57b99399bfd10	1	0.006836
512b205c28b327744a42290d37a481da	1	0.138961
514e9ef2f33f9b97396d3097de92819e	1	0.166188
51683cfcab672a21735b4b4a167f9070	2	0.024243
518a2c809e1f44fbcbaea6bafb383025	4	0.01016
51a0065d490120ad993611936055c360	1	0.256747
51b0d93dd29a4eeea9d203d96c1a24e6	1	0.15556
51bbbcba18899cde067e2757c320ee26	1	0.03875
51d07aa2e58079d590d033f4012afb81	1	0.039143
51ecbd96d54aae4adc8f96c1b15e9d03	1	0.030042
51fb08e4ea8462d3f3debbc84e708593	3	0.034541
520c95efce1d7757dfdb4abd39a880a2	1	0.138983
52404a4f25e91a676d7de5b63ed03c6a	1	0.044373
52452ca67d9d9ceb4899b1a01ae9f8c2	1	0.241632
5287e3d45bc5f8b46973e5ddbab1cab3	4	0.011125
5291514101022b479c1ad325d69e5b9b	1	0.029861
529b27be8b0f788c794483d3600abcc5	1	0.022146
52a8940f7392d76eab8caebe4053fe1d	2	0.042671
53278d569cae414ba4a5974352e99453	1	0.031327
5357f0137958951721a0406dc1de2981	1	0.038583
5371569deb8836870195c2af4dbc55cf	1	0.031265
537c2cbe1778a662706a5ce6bdb4fde6	1	0.012162
53adcaa7a396d37ef1da09f4f727fa02	1	0.00627
53bb9fac4ad79071ddb82b9c477f9271	1	0.081055
53d01472264672f3eed07f549ad5d8ee	1	1.011155
53f4e15a67a5d75e4ae679eec421cceb	5	0.027805
540391c56eef50e198766dfce47e92f8	4	0.035331
54256184e3afa8087b548349b27f2e2d	1	0.237474
544394de00ea1af3057de4ae5aefb237	1	0.036965
5445c86f752ab022c7e3ac95ac9860bc	1	0.11475
5486b18bd7795f46ef1406727d02fab4	1	0.161873
549b1638d038924fcd13f7b2ed2958ca	1	0.12976
54b486fd3d834c663ae65ecdaeb787b0	1	0.045607
54dde2f4144a0bdf323557e0697f3b35	2	0.054221
54faa25580fb747ef4b4dceb64a98ea3	1	0.034717
55044ab5b72a4f2ff8911e57ce51f5e0	1	0.157568
552b5bf358d120e633544c09a6f4915e	2	0.0457
553ce3523ad4a892ce53c6bd550bddc8	1	0.072361
55796642f2e7dda996f54f3d9915a81e	1	0.200839
558bea2242eb84dc099e1dc3fddd03af	1	0.05658
55df295dbd9e52bcc756bc8d527591ba	5	0.071891
56114f08c2670050f404aeafd1eb9a3b	1	0.014935
56262b58bbed6641468bb33a9312ca58	1	0.199015
56746e4e805333436f4669b62168faad	2	0.024755
567c385a77df58ee3f48b8cb218428b4	1	0.079849
5683c2695bd75c1f5ec06ae6512b139a	1	0.078543
569f348a5ca43a3123fab62da2583e03	5	0.04889
56a82ca5fcbac309efaec0521ebf08d1	1	0.161901
56b43ec20bef79b84034218b23c58991	3	0.040359
56b9aec9b3bdd4f175daf950744abf52	1	0.024734
56cbfadfa2d49be2494727915d210718	1	0.055375
56ef9ec5c1fbd853fd994486c432ff01	1	0.040437
5703e577485af234753b1a32af36174d	1	0.15556
570470661953f36f07af51fe81935889	6	0.139634
5714266da58db3c3decab14561cdd53a	1	0.04262
571f43634152c2ee09a7d272b9c08db2	1	0.02816
573c4088ecd90c8f677ee8f3d6b002b6	3	0.045996
574579123c06c4751b546c2c2ad6ede2	3	0.013813
57476fe5028e7c2dd8dd3494700a5d58	1	0.040948
57509327b539d99617e1f5d50c1db607	1	0.882424
5751e7a4abcb027964087f77d0eb98d9	2	0.0409
57642ceb32f358500848cdf0a06ae22c	1	0.039265
5765eebc84f23a020abbee24bfb4d614	2	0.265566
57800abf6a91e93648d8e9b12073300d	1	0.076798
578685e310d500e8381fdbf17fa4986a	1	0.14233
578b205521d3305e6be163dcecf3f673	1	0.006897
58013ca1fc03d0cde469a7690555b998	1	0.099152
581c145f52b5202dfcbb39ac467bfad3	1	0.832286
586c6e191e074792da44c51d679af89d	2	0.053945
5873c7182d5508d2d935c418ebe0a095	1	0.149862
58874330ef11106a010abdbe6d6ed090	1	0.133132
5889ad43e77ecbfd502d757dc623e989	2	0.25497
58b50c153d1fef1dbb22359401a8ebc6	1	0.138983
58be6021457ef2c35cfcd963c7ec73f0	1	0.043425
58de5be3926d5f64b023283d4a9d6308	1	0.082026
58f29718fffe09e9a804073646e4c958	1	0.102541
5906f2bd6d2b2c4a6ffb7bd17d8f43dc	1	0.407616
591d6f9bbca0da30cd507470bbe6003a	1	0.150057
5926febd6b0d860b04627d16ac4eb3d0	1	0.140158
59372d2fc61503f9ff65404e6199451f	1	0.138983
595a819466efe5ec5c9df25128725ab0	1	0.018702
595d4087a8656ce15176ec413e61985d	1	0.067551
598b38759eab64a2d992346184f74224	1	0.023831
599d81444cc8becc7c33de3af981e441	6	0.019357
59a4490bc4b10de0d5906e4545f088ed	1	0.006567
59a5ed78f4e662f8b786951cc20c6362	1	0.134582
59a6fd8f932289138c4c4b4bdb8c4754	1	0.051304
59a930092cf0be5e5fb02603d108a7ef	1	0.790421
59b7609fe271e801f1fa1400224bf009	1	0.063372
59b86e9e84214a9871149fcc216256f5	1	0.17145
59ed02da482784154937f7c79330f643	1	0.089684
5a1272cf532740e7e7eb9acca1e1ab86	6	0.00532
5a17a0d5056d9f4918d11fc40d905d6b	1	0.04059
5a1e19ab64b2c599948cbdbd0e1dbc83	1	0.053802
5a32355919f83cff28b5fcabefd8f8db	1	0.033916
5a398231cf2e9fda025620d2c3da2540	1	0.011848
5a433f9f4c1f4fab578d84b630c7913c	1	0.327958
5a68511048e267574127d88f5353e325	2	0.014654
5a92825c93c992d3b4dd21c60b3369f3	1	0.223763
5a955cf96fc2aada4d78608683eab98f	1	0.028321
5aacdc29cc745654f7c2abb7644cca40	1	0.076103
5ac2f9c20d20055ef6d229401535ff48	5	0.019447
5ae8af03a9bb0cb07560c422681bb57a	1	0.00015
5aeb484f20d5ddd09e434877feb52fe1	3	0.020213
5b3e39ae281362eb6bcd7401e9cea4df	1	0.054154
5b453a0d09236c418e92ec0dacab40d7	1	0.028592
5b54d4b4a7eed6422dcd19f0a90ee897	1	0.031765
5ba2ac5e2b1f069788294a6c4e8c6bb2	1	0.196399
5bdb5f090332407afa3afb812be6e226	1	0.147052
5bdba5a9e477148907acd312ca4f4bdc	1	0.234898
5bf310e2a7c08ecd7cbb3d8420b93c8d	4	0.050119
5c0d60832b6c8bc2becf2324fec75812	4	0.036256
5c2b92fbd09b6e89bb99ddd150dcf150	1	0.114485
5c3c98587c310690b27df482c79d53f2	1	0.255204
5c5d3e2d46618a85797907243ab00a46	2	0.05302
5c6f760a350f5281ca3e1cb9726aa777	3	0.026012
5c6f8385e632ff9a1479626c2065d422	4	0.035645
5c88d3c9c5098f83636fa39ec0a38e46	1	0.142259
5c94f067db8e880d753d0f76935df7aa	5	0.009609
5cb505867051e04d466d96d9b74d5e21	1	0.005443
5cc4aa07a5c21d91c99cba1dcbd05822	1	0.039396
5ce214d4e4c88b3338c980c58ce7e212	1	0.030901
5cffa4cc1651b0a075150901fbe2dbe3	2	0.010729
5d3e697913ab4c0eb1dbfdf3436687f2	1	0.082322
5d6ed3a1e6d300a42783223181ab09fd	1	0.034808
5d74b21be7f217b30eb105a84ba09298	1	0.089602
5d91870c7424e056add5b1777f68ce7f	3	0.029888
5d981dddf55ccd3e629f3fa29d3d6a37	1	0.05436
5daf599e2e631e7487d232952b66504e	1	0.061788
5db7e34b1d2e4f7d9b619116d1e0d490	1	0.024124
5dbcacaf7559d98579a33ce6d94f7173	3	0.05125
5dcea11fa40b22831223ed1e1cc76333	1	0.107687
5dd0f6044467eae37c70493360ec5165	1	0.029118
5de22e9ba6667d373b43f626e8c016f0	1	0.362923
5dee775f9c03288eca80839203121644	4	0.005063
